Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
1199,45,0,Travel Rarely,IT Services,2,Graduation,2,Male,49041,4,8,Director,5,Married,9,Yes,24,3,3,7,7,8,1.75,-1,6130.125,3,1,-5,0,Supportive management,0.5,0.138350157,13.83501573,Low Risk,14.20617925,Low,13.83501573,40-50
1200,47,0,Travel Rarely,Cyber Security,11,Degree,2,Female,173895,2,6,Technician,2,Single,9,Yes,32,2,5,10,3,7,3.333333333,3,28982.5,4.5,0.3,-5,0,Supportive management,0.5,0.156024631,15.60246309,Low Risk,64.51808172,Medium,15.60246309,40-50
1201,55,0,Travel Frequently,Network Administration,16,Degree,2,Female,88020,5,3,Consultant,4,Divorced,0,Yes,55,2,1,7,3,0,2.333333333,7,29340,0,0.428571429,2,0,Career growth is good,0.7,0.016729715,1.67297155,Low Risk,9.118759685,Low,1.67297155,50-60
1202,21,0,No Travel,Cyber Security,18,PhD,3,Female,166449,5,8,Director,5,Single,9,No,84,4,3,8,10,4,1.6,4,20806.125,2.25,1.25,0,0,Supportive management,0.5,0.034810204,3.481020359,Low Risk,0.61429771,Low,3.481020359,18-30
1203,18,0,Travel Rarely,Network Administration,34,Below College,3,Male,176189,2,2,Consultant,1,Single,0,No,30,2,1,2,1,0,0.666666667,2,88094.5,0,0.5,2,0,I am happy with my team,0.8,0.044287757,4.428775738,Low Risk,71.36978395,High,4.428775738,
1204,25,0,Travel Frequently,Cyber Security,10,Degree,4,Male,143188,5,4,Developer,1,Single,5,No,51,5,2,8,7,8,1.333333333,0,35797,1,0.875,-3,0,Career growth is good,0.7,0.059595606,5.959560595,Low Risk,36.34580481,Medium,5.959560595,18-30
1205,46,1,Travel Rarely,Cyber Security,13,PhD,3,Female,130020,1,3,Technician,3,Married,5,No,77,11,1,9,7,6,0.75,3,43340,0.454545455,0.777777778,5,0,No promotion opportunities,0,0.771438664,77.1438664,High Risk,78.31950584,High,77.1438664,40-50
1206,56,0,Travel Rarely,Software Development,32,PhD,3,Female,141185,3,8,Software Engineer,4,Divorced,9,No,63,0,4,10,7,3,10,7,17648.125,inf,0.7,-3,0,Career growth is good,0.7,0.043948425,4.394842531,Low Risk,33.12850162,Medium,4.394842531,50-60
1207,20,0,No Travel,Data Science,8,Graduation,1,Male,38445,5,2,Support,2,Divorced,0,No,30,20,3,2,9,1,0.095238095,1,19222.5,0,4.5,19,0,Career growth is good,0.7,0.033033007,3.303300695,Low Risk,27.05352365,Low,3.303300695,18-30
1208,49,0,Travel Rarely,Cyber Security,7,Below College,4,Male,196711,5,5,Director,3,Married,0,No,15,11,1,9,6,2,0.75,7,39342.2,0,0.666666667,9,0,I am happy with my team,0.8,0.005786563,0.578656252,Low Risk,17.74917463,Low,0.578656252,40-50
1209,27,0,Travel Rarely,Software Development,48,Degree,4,Female,45084,1,7,QA Analyst,1,Married,4,No,39,13,1,8,2,5,0.571428571,3,6440.571429,0.307692308,0.25,8,0,I am happy with my team,0.8,0.584682688,58.46826885,Medium Risk,92.67087097,High,58.46826885,18-30
1210,27,1,Travel Rarely,Cyber Security,17,Master's,1,Female,124732,1,3,Software Engineer,2,Married,1,Yes,88,7,2,1,4,8,0.125,-7,41577.33333,0.142857143,4,-1,0,Salary is low,0,0.873952255,87.39522548,High Risk,88.95209861,High,87.39522548,18-30
1211,36,1,Travel Frequently,Data Science,41,Graduation,2,Male,195538,4,6,IT,4,Married,2,No,68,12,4,9,5,2,0.692307692,7,32589.66667,0.166666667,0.555555556,10,0,Poor management support,-0.4,0.219691533,21.96915326,Low Risk,24.46514469,Low,21.96915326,30-40
1212,63,0,Travel Rarely,Software Development,27,PhD,1,Male,169236,2,4,Developer,5,Married,6,No,24,4,5,1,3,5,0.2,-4,42309,1.5,3,-1,0,Supportive management,0.5,0.151782342,15.17823419,Low Risk,37.97262956,Medium,15.17823419,
1213,51,0,Travel Rarely,Network Administration,8,Graduation,1,Male,66169,4,6,HR,2,Divorced,2,No,94,2,4,8,9,1,2.666666667,7,11028.16667,1,1.125,1,0,Career growth is good,0.7,0.039968191,3.996819084,Low Risk,38.94061513,Medium,3.996819084,50-60
1214,50,1,No Travel,Data Science,29,Degree,1,Male,112849,2,5,Developer,3,Divorced,0,Yes,78,9,2,7,6,2,0.7,5,22569.8,0,0.857142857,7,0,Poor management support,-0.4,0.771325999,77.1325999,High Risk,66.55281175,Medium,77.1325999,40-50
1215,40,0,Travel Rarely,IT Services,37,Master's,3,Female,149319,1,2,Support,5,Married,0,No,9,19,5,2,8,2,0.1,0,74659.5,0,4,17,0,Supportive management,0.5,0.056322113,5.632211265,Low Risk,48.05274316,Medium,5.632211265,30-40
1216,45,0,Travel Rarely,Software Development,27,Graduation,1,Female,35576,3,5,QA Analyst,5,Married,4,Yes,75,8,2,7,5,1,0.777777778,6,7115.2,0.5,0.714285714,7,0,Good work life balance,0.7,0.149844379,14.98443792,Low Risk,26.17372434,Low,14.98443792,40-50
1217,49,0,Travel Rarely,IT Services,37,Graduation,5,Male,119161,2,3,Director,2,Divorced,8,No,77,19,3,3,10,6,0.15,-3,39720.33333,0.421052632,3.333333333,13,0,Good work life balance,0.7,0.347445096,34.74450963,Medium Risk,67.89608993,Medium,34.74450963,40-50
1218,24,0,Travel Rarely,Software Development,24,Degree,1,Male,158139,2,6,Developer,2,Divorced,2,No,61,14,4,7,8,7,0.466666667,0,26356.5,0.142857143,1.142857143,7,0,I am happy with my team,0.8,0.406511024,40.65110242,Medium Risk,68.93842984,Medium,40.65110242,18-30
1219,46,1,Travel Rarely,Network Administration,45,Master's,2,Female,44600,1,6,Software Engineer,3,Divorced,4,Yes,89,8,1,4,5,2,0.444444444,2,7433.333333,0.5,1.25,6,0,High stress workload,0.16,0.895359682,89.53596824,High Risk,80.50634734,High,89.53596824,40-50
1220,25,1,Travel Frequently,Software Development,16,Graduation,2,Female,86742,5,7,Director,2,Married,5,No,6,13,1,1,10,4,0.071428571,-3,12391.71429,0.384615385,10,9,0,High stress workload,0.16,0.560731363,56.07313634,Medium Risk,36.36584759,Medium,56.07313634,18-30
1221,18,0,Travel Frequently,Cyber Security,26,Degree,2,Male,88936,4,1,Business Analyst,4,Divorced,6,No,2,6,1,9,5,4,1.285714286,5,88936,1,0.555555556,2,0,Career growth is good,0.7,0.130365434,13.03654342,Low Risk,22.88880178,Low,13.03654342,
1222,20,0,Travel Rarely,IT Services,31,Degree,1,Female,56013,3,1,Support,5,Divorced,3,No,25,18,5,8,9,6,0.421052632,2,56013,0.166666667,1.125,12,0,Supportive management,0.5,0.170482809,17.0482809,Low Risk,26.53793192,Low,17.0482809,18-30
1223,41,0,Travel Rarely,IT Services,27,Degree,4,Female,92583,2,4,Software Engineer,5,Married,6,No,53,17,3,0,10,1,0,-1,23145.75,0.352941176,inf,16,0,I am happy with my team,0.8,0.045967634,4.596763436,Low Risk,36.10531119,Medium,4.596763436,40-50
1224,40,1,Travel Rarely,Software Development,26,PhD,2,Female,163539,5,2,Support,3,Married,2,Yes,65,11,3,7,7,8,0.583333333,-1,81769.5,0.181818182,1,3,0,Poor management support,-0.4,0.459014705,45.90147048,Medium Risk,25.74731832,Low,45.90147048,30-40
1225,25,0,Travel Rarely,Cyber Security,43,Degree,1,Female,42333,1,4,Developer,2,Married,3,No,31,8,3,0,0,7,0,-7,10583.25,0.375,0,1,0,Good work life balance,0.7,0.642898602,64.28986019,Medium Risk,84.87468121,High,64.28986019,18-30
1226,54,0,Travel Rarely,Cyber Security,15,Degree,2,Female,117396,2,3,Director,2,Single,6,Yes,38,13,3,8,4,5,0.571428571,3,39132,0.461538462,0.5,8,0,Good work life balance,0.7,0.280626484,28.06264841,Low Risk,66.71693795,Medium,28.06264841,50-60
1227,20,0,Travel Rarely,Software Development,49,Degree,3,Male,165935,5,2,Manager,5,Divorced,2,No,12,11,4,7,6,4,0.583333333,3,82967.5,0.181818182,0.857142857,7,0,Supportive management,0.5,0.017071494,1.707149413,Low Risk,0.301261661,Low,1.707149413,18-30
1228,50,0,Travel Rarely,Data Science,15,Master's,3,Male,96395,4,1,Business Analyst,5,Single,7,No,65,0,5,10,6,7,10,3,96395,inf,0.6,-7,0,Career growth is good,0.7,0.009667697,0.966769722,Low Risk,11.9353123,Low,0.966769722,40-50
1229,45,0,Travel Rarely,Network Administration,23,Graduation,1,Male,178941,1,5,Business Analyst,3,Single,10,No,74,17,4,2,1,1,0.111111111,1,35788.2,0.588235294,0.5,16,0,Good work life balance,0.7,0.234298881,23.42988812,Low Risk,68.84056849,Medium,23.42988812,40-50
1230,25,1,Travel Rarely,Software Development,25,Master's,2,Female,94055,5,5,HR,2,Married,9,No,36,0,4,4,3,5,4,-1,18811,inf,0.75,-5,0,Poor management support,-0.4,0.15119852,15.11985196,Low Risk,29.13879741,Low,15.11985196,18-30
1231,51,1,Travel Rarely,Cyber Security,44,Below College,2,Male,127500,5,7,Business Analyst,1,Divorced,6,Yes,99,19,3,3,5,4,0.15,-1,18214.28571,0.315789474,1.666666667,15,0,No promotion opportunities,0,0.723811915,72.3811915,High Risk,48.06726909,Medium,72.3811915,50-60
1232,52,0,Travel Rarely,Network Administration,4,Degree,5,Male,85076,2,3,Help Desk,2,Divorced,4,No,81,3,3,7,1,6,1.75,1,28358.66667,1.333333333,0.142857143,-3,0,Career growth is good,0.7,0.018841734,1.884173448,Low Risk,62.09720708,Medium,1.884173448,50-60
1233,49,1,Travel Rarely,Software Development,36,Degree,2,Female,131584,4,8,IT,3,Married,1,Yes,57,19,1,5,7,5,0.25,0,16448,0.052631579,1.4,14,0,Salary is low,0,0.779892945,77.98929448,High Risk,43.17458138,Medium,77.98929448,40-50
1234,41,0,Travel Frequently,Network Administration,16,Graduation,4,Male,83437,1,3,Manager,5,Divorced,6,No,14,19,3,7,4,4,0.35,3,27812.33333,0.315789474,0.571428571,15,0,Good work life balance,0.7,0.06577145,6.577144992,Low Risk,48.21949618,Medium,6.577144992,40-50
1235,31,0,Travel Rarely,Data Science,47,Below College,3,Female,119024,1,7,Developer,5,Single,1,No,86,9,4,9,1,3,0.9,6,17003.42857,0.111111111,0.111111111,6,0,Supportive management,0.5,0.09230235,9.230234976,Low Risk,48.68768853,Medium,9.230234976,30-40
1236,49,0,Travel Rarely,Cyber Security,40,Graduation,2,Male,77741,4,8,Support,1,Divorced,1,Yes,77,11,4,8,8,2,0.666666667,6,9717.625,0.090909091,1,9,0,Good work life balance,0.7,0.168319249,16.83192493,Low Risk,50.02916322,Medium,16.83192493,40-50
1237,63,0,Travel Rarely,Data Science,21,Graduation,4,Female,88839,3,2,Consultant,1,Divorced,3,No,58,6,2,9,9,7,1.285714286,2,44419.5,0.5,1,-1,0,I am happy with my team,0.8,0.237992521,23.79925207,Low Risk,63.02339742,Medium,23.79925207,
1238,60,0,Travel Rarely,Data Science,40,Master's,1,Male,64898,2,8,IT,3,Married,9,No,93,0,5,9,1,1,9,8,8112.25,inf,0.111111111,-1,0,Good work life balance,0.7,0.126239626,12.62396265,Low Risk,55.16893458,Medium,12.62396265,50-60
1239,33,1,Travel Frequently,Cyber Security,43,Master's,3,Male,102393,5,1,IT,2,Single,8,No,72,16,4,1,0,4,0.058823529,-3,102393,0.5,0,12,0,Poor management support,-0.4,0.299093244,29.90932443,Low Risk,31.74870431,Medium,29.90932443,30-40
1240,21,0,No Travel,Data Science,17,Below College,1,Female,75942,2,5,Help Desk,5,Single,3,No,97,19,5,10,3,2,0.5,8,15188.4,0.157894737,0.3,17,0,I am happy with my team,0.8,0.042162585,4.21625855,Low Risk,36.03816327,Medium,4.21625855,18-30
1241,54,0,Travel Rarely,Software Development,3,Graduation,2,Male,89536,4,2,Developer,4,Married,7,Yes,88,15,3,1,4,0,0.0625,1,44768,0.466666667,4,15,0,Good work life balance,0.7,0.01978933,1.978933041,Low Risk,20.93745877,Low,1.978933041,50-60
1242,38,0,Travel Frequently,Software Development,7,Master's,1,Female,190912,5,6,Manager,4,Married,5,No,46,4,3,6,1,6,1.2,0,31818.66667,1.25,0.166666667,-2,0,I am happy with my team,0.8,0.031952124,3.195212397,Low Risk,9.387390423,Low,3.195212397,30-40
1243,31,0,Travel Rarely,Network Administration,12,Graduation,3,Male,129487,3,6,Developer,4,Divorced,6,No,45,14,1,7,4,5,0.466666667,2,21581.16667,0.428571429,0.571428571,9,0,Career growth is good,0.7,0.105066106,10.50661062,Low Risk,34.20704893,Medium,10.50661062,30-40
1244,48,0,Travel Rarely,Software Development,1,PhD,1,Male,143551,4,6,Software Engineer,5,Married,1,No,86,9,5,5,8,5,0.5,0,23925.16667,0.111111111,1.6,4,0,Career growth is good,0.7,0.020663286,2.066328587,Low Risk,12.1293521,Low,2.066328587,40-50
1245,35,0,Travel Rarely,Software Development,43,Graduation,1,Male,133730,2,2,Director,5,Divorced,1,No,57,0,5,0,2,8,0,-8,66865,inf,inf,-8,0,Supportive management,0.5,0.198269907,19.82699066,Low Risk,38.79299835,Medium,19.82699066,30-40
1246,24,1,No Travel,Network Administration,37,Master's,1,Female,68259,5,7,Technician,4,Divorced,5,No,74,7,3,8,0,2,1,6,9751.285714,0.714285714,0,5,0,High stress workload,0.16,0.154181072,15.41810724,Low Risk,11.54437187,Low,15.41810724,18-30
1247,27,0,Travel Rarely,IT Services,6,Degree,4,Male,194606,1,2,Manager,1,Married,2,No,69,5,5,2,6,8,0.333333333,-6,97303,0.4,3,-3,0,Supportive management,0.5,0.061682029,6.16820289,Low Risk,83.44144757,High,6.16820289,18-30
1248,24,0,No Travel,Cyber Security,46,Graduation,4,Male,56605,5,7,Software Engineer,4,Married,5,No,51,19,3,10,4,4,0.5,6,8086.428571,0.263157895,0.4,15,0,Good work life balance,0.7,0.039750428,3.975042776,Low Risk,9.525007549,Low,3.975042776,18-30
1249,50,0,Travel Rarely,Software Development,49,Graduation,2,Male,184390,5,4,Business Analyst,1,Divorced,3,No,74,11,1,7,2,4,0.583333333,3,46097.5,0.272727273,0.285714286,7,0,Supportive management,0.5,0.381332784,38.13327842,Medium Risk,42.02351972,Medium,38.13327842,40-50
1250,40,0,Travel Rarely,Network Administration,23,Degree,1,Male,52159,4,8,Manager,3,Single,3,Yes,44,10,3,6,2,5,0.545454545,1,6519.875,0.3,0.333333333,5,0,I am happy with my team,0.8,0.149804946,14.98049456,Low Risk,32.05538139,Medium,14.98049456,30-40
1251,38,0,Travel Frequently,Data Science,25,Graduation,4,Male,168087,3,2,Consultant,4,Single,7,Yes,75,9,3,6,2,2,0.6,4,84043.5,0.777777778,0.333333333,7,0,Supportive management,0.5,0.030941418,3.094141771,Low Risk,32.89896619,Medium,3.094141771,30-40
1252,36,0,No Travel,Data Science,25,Degree,3,Female,132213,5,6,Business Analyst,4,Divorced,8,No,95,16,1,2,8,2,0.117647059,0,22035.5,0.5,4,14,0,Good work life balance,0.7,0.103410599,10.34105992,Low Risk,10.64842234,Low,10.34105992,30-40
1253,36,0,No Travel,Software Development,3,Graduation,3,Female,118777,5,8,Director,1,Married,10,No,39,19,2,10,9,5,0.5,5,14847.125,0.526315789,0.9,14,0,Good work life balance,0.7,0.159645837,15.96458366,Low Risk,38.11139712,Medium,15.96458366,30-40
1254,53,0,Travel Frequently,Cyber Security,4,Degree,1,Male,198929,3,7,Business Analyst,1,Single,9,No,11,5,1,3,8,4,0.5,-1,28418.42857,1.8,2.666666667,1,0,I am happy with my team,0.8,0.565449596,56.54495963,Medium Risk,68.8020517,Medium,56.54495963,50-60
1255,46,0,Travel Rarely,Network Administration,30,Degree,2,Male,52941,3,2,HR,1,Married,10,Yes,80,3,5,6,9,6,1.5,0,26470.5,3.333333333,1.5,-3,0,Good work life balance,0.7,0.348050766,34.8050766,Medium Risk,64.96560175,Medium,34.8050766,40-50
1256,35,0,Travel Rarely,Network Administration,33,Degree,4,Female,128723,5,6,Business Analyst,3,Married,6,No,52,9,1,9,5,3,0.9,6,21453.83333,0.666666667,0.555555556,6,0,Good work life balance,0.7,0.041538888,4.153888828,Low Risk,18.38009803,Low,4.153888828,30-40
1257,19,0,Travel Rarely,Network Administration,29,Graduation,4,Female,94288,1,6,Developer,4,Married,8,No,58,14,4,8,10,0,0.533333333,8,15714.66667,0.571428571,1.25,14,0,Supportive management,0.5,0.067802259,6.780225936,Low Risk,57.0788634,Medium,6.780225936,18-30
1258,18,0,Travel Rarely,Network Administration,4,Degree,4,Male,59211,1,8,Support,1,Single,0,Yes,26,16,1,1,10,2,0.058823529,-1,7401.375,0,10,14,0,Supportive management,0.5,0.212669239,21.26692392,Low Risk,86.10592775,High,21.26692392,
1259,22,0,No Travel,Network Administration,14,Degree,2,Male,161974,1,2,Help Desk,3,Single,5,No,45,19,3,6,8,0,0.3,6,80987,0.263157895,1.333333333,19,0,Good work life balance,0.7,0.112615928,11.26159278,Low Risk,66.69322226,Medium,11.26159278,18-30
1260,37,0,Travel Frequently,Cyber Security,21,PhD,5,Female,75805,4,8,Technician,3,Married,9,Yes,29,11,4,7,7,4,0.583333333,3,9475.625,0.818181818,1,7,0,Supportive management,0.5,0.035140023,3.514002335,Low Risk,30.03188276,Medium,3.514002335,30-40
1261,28,0,No Travel,Network Administration,7,Master's,4,Female,30914,4,2,IT,5,Divorced,3,No,72,5,2,10,0,5,1.666666667,5,15457,0.6,0,0,0,I am happy with my team,0.8,0.004841506,0.484150605,Low Risk,11.85014422,Low,0.484150605,18-30
1262,59,0,Travel Rarely,Cyber Security,21,Graduation,1,Female,176237,1,4,Director,1,Married,1,Yes,65,6,5,5,9,1,0.714285714,4,44059.25,0.166666667,1.8,5,0,Good work life balance,0.7,0.200226756,20.02267558,Low Risk,85.88635451,High,20.02267558,50-60
1263,19,0,Travel Frequently,Cyber Security,7,Graduation,4,Female,160346,1,3,Consultant,1,Married,9,No,24,9,5,7,7,7,0.7,0,53448.66667,1,1,2,0,Supportive management,0.5,0.132050252,13.20502517,Low Risk,84.68323974,High,13.20502517,18-30
1264,20,0,No Travel,Cyber Security,1,Below College,4,Female,95585,1,6,QA Analyst,1,Divorced,1,No,43,6,1,1,1,5,0.142857143,-4,15930.83333,0.166666667,1,1,0,Supportive management,0.5,0.105884852,10.5884852,Low Risk,84.22149739,High,10.5884852,18-30
1265,40,0,Travel Rarely,Data Science,34,Graduation,5,Female,103457,3,7,Help Desk,5,Single,5,Yes,21,4,4,4,8,1,0.8,3,14779.57143,1.25,2,3,0,I am happy with my team,0.8,0.006914531,0.691453135,Low Risk,23.65143291,Low,0.691453135,30-40
1266,29,0,Travel Rarely,IT Services,23,Graduation,1,Male,195849,2,4,Support,1,Divorced,3,Yes,80,2,3,7,4,1,2.333333333,6,48962.25,1.5,0.571428571,1,0,Career growth is good,0.7,0.12477929,12.47792904,Low Risk,72.79022277,High,12.47792904,18-30
1267,37,0,Travel Frequently,Software Development,3,Graduation,1,Female,79076,4,8,Consultant,1,Divorced,4,No,62,14,1,9,7,2,0.6,7,9884.5,0.285714286,0.777777778,12,0,Good work life balance,0.7,0.313027517,31.30275171,Medium Risk,52.58283854,Medium,31.30275171,30-40
1268,22,0,Travel Rarely,Data Science,18,Graduation,1,Female,96167,4,2,QA Analyst,3,Divorced,9,No,91,5,1,5,3,6,0.833333333,-1,48083.5,1.8,0.6,-1,0,Good work life balance,0.7,0.308810327,30.88103271,Medium Risk,34.86135871,Medium,30.88103271,18-30
1269,54,0,No Travel,IT Services,43,Graduation,4,Female,179029,4,7,Software Engineer,1,Married,8,Yes,99,20,1,9,5,5,0.428571429,4,25575.57143,0.4,0.555555556,15,0,I am happy with my team,0.8,0.531247881,53.12478807,Medium Risk,56.43378613,Medium,53.12478807,50-60
1270,55,0,Travel Rarely,Data Science,12,Graduation,4,Male,135872,2,8,Director,4,Single,7,Yes,50,16,5,4,3,8,0.235294118,-4,16984,0.4375,0.75,8,0,Good work life balance,0.7,0.063118181,6.311818115,Low Risk,45.23149731,Medium,6.311818115,50-60
1271,47,0,Travel Rarely,Cyber Security,14,Graduation,3,Male,71682,5,7,Technician,2,Single,3,Yes,30,2,4,3,2,2,1,1,10240.28571,1.5,0.666666667,0,0,Good work life balance,0.7,0.005601104,0.560110351,Low Risk,26.56943124,Low,0.560110351,40-50
1272,26,0,Travel Rarely,Cyber Security,41,Graduation,5,Male,78410,4,8,HR,1,Divorced,10,No,11,8,2,10,9,4,1.111111111,6,9801.25,1.25,0.9,4,0,Career growth is good,0.7,0.14970393,14.970393,Low Risk,49.70065759,Medium,14.970393,18-30
1273,51,0,Travel Rarely,Network Administration,28,Degree,1,Male,93358,5,3,QA Analyst,3,Single,1,No,11,14,1,0,6,0,0,0,31119.33333,0.071428571,inf,14,0,Supportive management,0.5,0.111430188,11.14301878,Low Risk,19.6134739,Low,11.14301878,50-60
1274,61,0,Travel Rarely,Cyber Security,42,Graduation,1,Female,61013,3,4,HR,5,Divorced,1,No,19,13,4,1,0,7,0.071428571,-6,15253.25,0.076923077,0,6,0,I am happy with my team,0.8,0.204648102,20.46481024,Low Risk,27.14084887,Low,20.46481024,
1275,52,1,Travel Rarely,Data Science,45,Graduation,3,Male,80040,1,8,HR,5,Divorced,2,Yes,48,17,1,8,3,4,0.444444444,4,10005,0.117647059,0.375,13,0,No promotion opportunities,0,0.816833544,81.68335438,High Risk,61.47353313,Medium,81.68335438,50-60
1276,39,0,No Travel,Software Development,24,Below College,4,Female,52834,1,7,IT,2,Married,6,Yes,76,6,3,2,9,5,0.285714286,-3,7547.714286,1,4.5,1,0,Career growth is good,0.7,0.384498713,38.44987132,Medium Risk,80.31468317,High,38.44987132,30-40
1277,61,0,No Travel,Cyber Security,24,Degree,3,Male,140955,3,1,Software Engineer,3,Single,6,No,75,12,4,2,3,4,0.153846154,-2,140955,0.5,1.5,8,0,Good work life balance,0.7,0.0855482,8.554819966,Low Risk,42.6861447,Medium,8.554819966,
1278,41,0,Travel Rarely,IT Services,3,Master's,3,Female,103195,1,1,Support,1,Divorced,6,No,100,3,3,8,6,2,2,6,103195,2,0.75,1,0,Supportive management,0.5,0.1224685,12.24684996,Low Risk,84.51414999,High,12.24684996,40-50
1279,34,0,Travel Rarely,Data Science,9,Below College,4,Male,187648,3,2,IT,5,Single,2,No,99,4,3,4,1,7,0.8,-3,93824,0.5,0.25,-3,0,Good work life balance,0.7,0.008449718,0.844971778,Low Risk,23.67852443,Low,0.844971778,30-40
1280,27,0,Travel Rarely,IT Services,24,Degree,2,Male,167824,1,2,Support,5,Single,8,No,96,0,4,10,0,2,10,8,83912,inf,0,-2,0,Good work life balance,0.7,0.018633682,1.8633682,Low Risk,47.38765321,Medium,1.8633682,18-30
1281,47,0,Travel Frequently,Network Administration,2,Degree,5,Male,132751,3,5,Business Analyst,4,Single,6,No,90,20,2,5,1,1,0.238095238,4,26550.2,0.3,0.2,19,0,Supportive management,0.5,0.011647161,1.164716116,Low Risk,32.55847931,Medium,1.164716116,40-50
1282,63,0,Travel Rarely,Network Administration,40,Degree,2,Male,179595,3,8,Consultant,2,Divorced,8,No,73,15,1,9,9,4,0.5625,5,22449.375,0.533333333,1,11,0,I am happy with my team,0.8,0.800650485,80.06504852,High Risk,64.12912621,Medium,80.06504852,
1283,40,1,Travel Rarely,Software Development,28,Master's,2,Male,54446,1,8,QA Analyst,4,Married,8,No,76,17,1,8,1,5,0.444444444,3,6805.75,0.470588235,0.125,12,0,No promotion opportunities,0,0.903090803,90.30908035,High Risk,71.81924947,High,90.30908035,30-40
1284,49,0,Travel Rarely,Data Science,7,Master's,5,Male,108995,5,1,Software Engineer,5,Divorced,6,No,37,18,5,8,5,2,0.421052632,6,108995,0.333333333,0.625,16,0,Good work life balance,0.7,0.000824332,0.082433185,Low Risk,0.014547033,Low,0.082433185,40-50
1285,34,0,Travel Frequently,Software Development,9,Below College,2,Female,172364,4,7,Developer,1,Married,4,No,3,4,3,7,0,6,1.4,1,24623.42857,1,0,-2,0,Career growth is good,0.7,0.056417737,5.641773676,Low Risk,48.05443065,Medium,5.641773676,30-40
1286,34,0,Travel Rarely,IT Services,45,Graduation,4,Male,166207,4,3,Business Analyst,1,Single,7,Yes,10,14,1,6,8,4,0.4,2,55402.33333,0.5,1.333333333,10,0,Good work life balance,0.7,0.26877377,26.87737705,Low Risk,51.80189007,Medium,26.87737705,30-40
1287,31,0,Travel Frequently,Software Development,39,Degree,2,Female,193216,2,8,HR,4,Single,9,No,59,13,5,6,4,0,0.428571429,6,24152,0.692307692,0.666666667,13,0,Supportive management,0.5,0.11924389,11.92438901,Low Risk,46.221951,Medium,11.92438901,30-40
1288,26,1,No Travel,IT Services,39,PhD,2,Male,179432,2,7,Help Desk,1,Single,2,Yes,67,7,3,7,3,6,0.875,1,25633.14286,0.285714286,0.428571429,1,0,No promotion opportunities,0,0.749895103,74.98951027,High Risk,83.82167828,High,74.98951027,18-30
1289,57,0,Travel Rarely,Software Development,33,Master's,2,Female,75261,1,3,Business Analyst,2,Single,5,No,94,6,4,2,10,8,0.285714286,-6,25087,0.833333333,5,-2,0,Good work life balance,0.7,0.774506722,77.45067223,High Risk,87.19717745,High,77.45067223,50-60
1290,19,0,Travel Rarely,Network Administration,34,Graduation,4,Female,155732,4,6,QA Analyst,4,Married,7,No,94,9,2,2,4,2,0.2,0,25955.33333,0.777777778,2,7,0,I am happy with my team,0.8,0.022532871,2.253287146,Low Risk,20.9858742,Low,2.253287146,18-30
1291,62,1,Travel Rarely,Data Science,21,Graduation,3,Male,48252,2,7,Director,3,Divorced,2,No,59,3,2,2,0,3,0.5,-1,6893.142857,0.666666667,0,0,0,High stress workload,0.16,0.259169698,25.91696985,Low Risk,57.51475938,Medium,25.91696985,
1292,42,0,Travel Rarely,Software Development,29,Master's,1,Female,130369,4,6,QA Analyst,1,Married,10,No,72,17,2,0,2,8,0,-8,21728.16667,0.588235294,inf,9,0,Good work life balance,0.7,0.745239755,74.52397547,High Risk,60.21011332,Medium,74.52397547,40-50
1293,56,0,Travel Rarely,IT Services,27,Degree,5,Female,70774,3,5,Consultant,1,Divorced,8,No,60,12,4,1,8,2,0.076923077,-1,14154.8,0.666666667,8,10,0,Good work life balance,0.7,0.057488781,5.748878098,Low Risk,59.83803731,Medium,5.748878098,50-60
1294,26,0,Travel Rarely,Data Science,17,Degree,5,Female,71136,5,1,Consultant,3,Single,1,No,68,16,5,8,6,3,0.470588235,5,71136,0.0625,0.75,13,0,I am happy with my team,0.8,0.001342738,0.134273829,Low Risk,17.67075421,Low,0.134273829,18-30
1295,39,0,No Travel,Network Administration,42,Degree,4,Female,181178,3,4,Support,2,Single,0,No,42,14,3,7,9,8,0.466666667,-1,45294.5,0,1.285714286,6,0,Career growth is good,0.7,0.244128641,24.41286406,Low Risk,54.30815248,Medium,24.41286406,30-40
1296,60,0,Travel Rarely,Network Administration,47,Graduation,1,Male,120552,2,7,QA Analyst,4,Divorced,10,No,87,7,1,8,3,0,1,8,17221.71429,1.428571429,0.375,7,0,Good work life balance,0.7,0.650031655,65.00316548,Medium Risk,55.58879391,Medium,65.00316548,50-60
1297,63,1,Travel Rarely,Cyber Security,48,Master's,2,Female,184320,2,4,IT,4,Single,9,Yes,66,14,3,5,2,7,0.333333333,-2,46080,0.642857143,0.4,7,0,Poor management support,-0.4,0.922009278,92.20092784,High Risk,60.38839903,Medium,92.20092784,
